"date","a0009","a1019","a2029","a3039","a4049","a5059","a6069","a7079","a8089","a90"
2021-06-16,0,0.00230156973845832,0.0727888715977456,0.0672613922706968,0.0643291994997057,0.0688906523246925,0.183926587105136,0.343426539109695,0.520701891479917,0.50248339235305
2021-06-17,0,0.00244247485711706,0.0750637322309229,0.0694042636060123,0.0667232289141318,0.0719296797156013,0.190965738597974,0.360329526770529,0.540080991173158,0.518759897297062
2021-06-18,0,0.00259193940250817,0.0773985959350282,0.0716057468084655,0.0691954589669785,0.0750866255829516,0.198180579638734,0.377429341616424,0.559160486197559,0.534815843577745
2021-06-19,0,0.00275047652127064,0.0797945005471526,0.0738669668148693,0.0717477445527387,0.0783647408126922,0.205568891076219,0.394681115158001,0.577880381695924,0.550610496843917
2021-06-20,0,0.00291862926401437,0.0822524680925399,0.0761890399605135,0.0743819332651326,0.0817672520946024,0.213127947538785,0.412038682036568,0.596182479575247,0.566104573662269
2021-06-21,0,0.00309697222017641,0.0847735022872801,0.0785730717062941,0.0770998609651729,0.0852973503901318,0.220854505763293,0.42945488374358,0.614010856890649,0.581260519243384
2021-06-22,0,0.0032861132286149,0.0873585859365259,0.081020154252101,0.0799033470703108,0.0889581786197416,0.228744795313125,0.446881873856098,0.631312375957537,0.596042776654839
2021-06-23,0,0.00348669516566219,0.090008678229933,0.0835313640364718,0.0827941895630414,0.092752818575791,0.2367945118697,0.464271424724953,0.648037216998215,0.610418043805051
2021-06-24,0,0.00369939781213132,0.0927247119366172,0.0861077591230225,0.0857741597188553,0.0966842770741546,0.244998813264896,0.481575236074873,0.664139419645399,0.624355513975639
2021-06-25,0,0.00392493980049392,0.0955075905025419,0.0887503764747144,0.0888449965550959,0.100755471365543,0.253352318401947,0.498745246221853,0.679577415664142,0.637827095327568
2021-06-26,0,0.00416408064311648,0.0983581850539092,0.091460229117601,0.0920084010040963,0.104969213835897,0.261849109189973,0.51573394655996,0.694314532235541,0.650807604657614
2021-06-27,0,0.00441762284204885,0.101277331310822,0.0942383031963242,0.095266029815938,0.109328196034178,0.270482735592598,0.532494699616502,0.708319443458722,0.663274930774614
2021-06-28,0,0.00468641408039681,0.104265826416205,0.0970855549242975,0.0986194891982907,0.113834972075376,0.279246223864378,0.548982060342211,0.721566547673835,0.675210163220451
2021-06-29,0,0.00497134949477164,0.107324425685714,0.100002907432215,0.102070328203043,0.11849194147641,0.288132088020396,0.565152099434355,0.734036249949626,0.686597682679927
2021-06-30,0,0.00527337402768555,0.110453839285161,0.102991247519266,0.105620031871831,0.123301331492855,0.297132344554716,0.580962726448319,0.745715132594588,0.697425210286527
2021-07-01,0,0.00559348485804307,0.113654728842748,0.10605142231221,0.109270014155064,0.128265179034884,0.306238530392835,0.596374009317595,0.756596001620908,0.707683814097354
2021-07-02,0,0.00593273390705638,0.11692770400424,0.109184235838272,0.113021610621697,0.133385312251324,0.315441724032269,0.611348485767107,0.76667780330859,0.717367872222308
2021-07-03,0,0.00629223041597626,0.120273318940014,0.112390445518641,0.116876070979679,0.138663331881275,0.324732569794316,0.625851461072259,0.775965411832385,0.726474993379468
2021-07-04,0,0.00667314359096935,0.123692068813777,0.115670758590246,0.120834551429819,0.144100592482975,0.334101305079309,0.639851285788174,0.784469295701929,0.735005896933444
2021-07-05,0,0.00707670530927655,0.127184386223541,0.119025828464297,0.124898106878639,0.149698183659581,0.34353779048768,0.653319606544654,0.792205076909604,0.742964255679412
2021-07-06,0,0.00750421287944418,0.130750637626323,0.122456251031053,0.129067683038666,0.15545691141084,0.353031542640314,0.666231582849452,0.799193001655324,0.750356505692851
2021-07-07,0,0.00795703184691907,0.134391119758792,0.125962560921093,0.133344108447481,0.161377279748303,0.362571769504228,0.678566063116818,0.80545734495151,0.757191628416564
2021-07-08,0,0.00843659883462802,0.138106056066941,0.129545227734346,0.137728086439673,0.167459472719428,0.372147408004082,0.690305713858239,0.811025773125119,0.763480910762615
2021-07-09,0,0.0089444244063121,0.141895593158593,0.133204652248971,0.142220187108671,0.173703336992509,0.381747163676474,0.701437097119034,0.815928688243525,0.769237689346701
2021-07-10,0,0.00948209593834424,0.145759797293299,0.136941162623115,0.146820839298075,0.180108365159673,0.391359552102859,0.711950692761433,0.820198576985425,0.774477085045426
2021-07-11,0,0.0100512804835166,0.149698650924879,0.140755010603404,0.151530322664692,0.186673679919035,0.400972941838352,0.721840863991431,0.823869383770544,0.779215733889818
2021-07-12,0,0.0106537276078335,0.153712049312491,0.144646367754898,0.156348759857876,0.193398019299291,0.410575598537891,0.731105766486321,0.826975924435296,0.783471519913059
2021-07-13,0,0.0112912721786783,0.157799797216709,0.14861532172801,0.161276108861953,0.200279723090485,0.420155729968413,0.739747203470419,0.829553352791152,0.787263314998841
2021-07-14,0,0.0119658370798374,0.161961605697571,0.152661872578682,0.166312155550454,0.207316720643243,0.429701531585897,0.7477704309739,0.831636688390109,0.790610730077171
2021-07-15,0,0.0126794358257543,0.166197089032036,0.156785929158779,0.171456506502559,0.214506520195334,0.43920123234958,0.75518391917045,0.833260410043005,0.793533881236333
2021-07-16,0,0.0134341750440629,0.170505761768594,0.160987305594329,0.176708582133451,0.221846199878989,0.448643140442326,0.76199907702272,0.834458116304911,0.79605317351011
2021-07-17,0,0.014232256791906,0.174887035937049,0.165265717869793,0.18206761019132,0.229332400554879,0.458015688566086,0.768229948400045,0.835262251385908,0.798189104300121
2021-07-18,0,0.0150759806678073,0.179340218431648,0.169620780537018,0.187532619674277,0.236961320609061,0.467307478484741,0.773892888336121,0.835703892817433,0.799962087638484
2021-07-19,0,0.0159677456769422,0.183864508585752,0.174052003567939,0.193102435220662,0.244728712837643,0.476507324493243,0.779006228166202,0.835812595694376,0.801392299811999
